;name;phones;mails;address;company;people;inn
221;vibx.ru;89202468056,89205415539,89050444568;arenda@vibx.ru,info@vibx.ru;Лебедянь, ул. Свердлова	Сокола, ул. Ушинского	Сокола, ул. Баумана	Бородинский, ул. Шоссейная	НЛМК, ул. Дзержинского	Кузминка, ул. Тенистая	Капитанщино, ул. Советская	Победы, ул. Смургиса	Победы, ул. Стаханова	Бородинский, ул. Бородинская	Сокола, ул. Чайковского	НЛМК, ул. Парковая	Ситовка, ул. Садовая	Хрущевка, ул.Набережная	Матырский, ул. Энергостроителей	Европейский, ул. Минская	ЛТЗ, ул. Юбилейная	Матырский, ул. Физкультурная;;;
222;geometria.vibx.ru;89202448980;geometria@vibx.ru;Липецк, ул. Первомайская	Липецк, ул. Минская;;;1612000699
223;vk.com/zk_geometria_lipetsk;;;;;;
224;poselok-nedelnoe.ru;84993993207;info@poselok-nedelnoe.ru;;;;
225;mogzem.ru/poselki/aksentevo;84957200303;dv@mogzem.ru,kv@mogzem.ru;Можайск, улица Желябова;;;
226;fgsrb.ru/novostroyki/zhk-glumilino;83472299111,89177617479,89870441020,89273032049;main@gsfrb.ru,main@fgsrb.ru;Башкортостан, ул.Учалинская	Башкортостан, ул.Барыя	Уфа, ул. Блюхера	Сибай, ул. Асылташ	Уфа, ул. Глумилинская	Стерлитамак, ул.Островского	Кушнаренково, ул.Султанова	Кушнаренково, ул. Красноармейская	Мелеуз, ул. Аминева	Уфа, ул. Максима	Янаул, ул. Жуковского	Янаул, ул.Жуковского	Белорецк, ул. Луговая	Уфа, ул. Ураксина	Уфа, ул.Академика	Уфа, ул. Интернациональная	Уфа, ул. Ленина	Акъяр, ул. Газима	Чишмы, ул. Ленина	Октябрьский, ул. Клинова	Кушнаренково, ул. Токарева	Туймазы, ул. Чапаева;ПМК-54;;
227;akbars-dom.ru/solnechnyj-gorod;88432957777,88432225465;;;;;
228;vk.com/akbarsdom;88435584497;;;;;
229;youtube.com/channel/uc9q2-s7ikyvglnb0nclr9wq;;;;;;
230;alfasklad.ru;84951544098,88122090099,84952663974;info@alfasklad.ru;Санкт-Петербург, улица Маршала	Москва, ул. Молодогвардейская	Москва, ул. Нагатинская	Москва, ул. Верхнелихоборская	Москва, ул. Наташи;Сбербанк России;;7743816560
231;youtube.com/channel/uciyw-iptuvlpxjeequlmfxq;;;;;;
232;firecs.ru;88005110849,88123398849;sale@firecs.ru;Санкт-Петербург, ул. Заставская;РЭКС	НИИ Гириконд	НПП 	Тверская генерация	ИК 	ЭМИ ПРИБОР	МТС;;
233;severnaya-dol.ru;88124072536;;Речка, ул. Школьная;;;
234;aleksandrovskij-kaskad.severnaya-dol.ru;87227221000,88124072536,86676671000,80446043000,80439002000,80430044104;;Речка, ул. Школьная;;;
235;gtgr.ru;;;;;;
236;vk.com/id677164823;;;;;;
237;gribki.ru;89653473025,84955840550,89629606391,89855001222,89035681753,89035144811,89661989656,88003500551,84957271895,84955802311,84959883227,84951375121,89267870051,89651453525,84951033030,89014204431,84957271830,89260442700,84956603812,89036742313,89032540155,89266487973,88001000654,89660050099,88003332215,89163328833,89645282538,84952761117,84959916229,84955802318,84993224311,88005555505,89255533060,84991135084,88007750443,89255051944,89250399849,84994550306,84957802395,89261721647,84994031700,84957963934,89296433554,89032206450,89651810551,84955802313,88005004923;shop@ti-me.ru,89261721647@bk.ru,fonariled@mail.ru,krovsite@yandex.ru,info@electropara.ru,info@kirpichhouse.ru,vm@gribki.ru,Pro-parts@list.ru,info@timetocatch.ru,m1@fh13.ru,beketov_1978@mail.ru,aliakbarpirmatov@gmail.com,info@ttruck.ru,Viptermo59a@mail.ru,sale@gribki.ru,semenova_oa@etsp.ru,mirpricepov-msk@mail.ru,sales@truckdrive.ru,Auris.zap@gmail.com,kormresurs@mail.ru,mihnevich_rv@etsp.ru,sales@lunda.ru,vorota150@mail.ru,sale@auto-dvc.ru,7271830@mail.ru,info@ru.kaercher.com,t7271895@ya.ru,info@fanera-osb.ru,a.petrakov@tzap.ru,info@gribki.ru;Грибки, ул. Складская	Грибки, ул. Адмиральская;;;
238;avtogloria.ru;;;;;;
239;konti.ru;84991467466,84959333535,84950125037,84950125034,84995002539,84995017476,84950125024,84950125016,84959899778;konti@konti.ru,pashavt@konti.ru,personal@konti.ru,konti1@konti.ru;Москва, ул. Герасима;Керамика;;
240;konti.ru/construction_and_development/realized_objects/99.html;;konti@konti.ru;Москва, ул. Береговая	Москва, ул. Давыдковская;;;
241;ecolline.ru;;;;;;
242;norskoe.ru;;;;;;
243;goodgrad.ru;87627035133;info@goodgrad.ru;;;;
244;youtube.com/channel/uctcx5vfabwdsalpwymmu9ww;;;;;;
245;vk.com/public48621717;;;;;;
246;vk.com/goodgrad;89301000852;;;;;
247;trust.ru;84957354885,84955879044,89164502844,84959269593,81034525000,84956479021,81014525000;bank@trust.ru,dn.sale@trust.ru,press.service@trust.ru,secretar@trust.ru,anticorruption@trust.ru;Ханты-Мансийск, ул. Лопарева	Калининград, ул. Согласия	Москва, ул. Мельникова	Сургут, ул. Крылова	Кодинск, ул. Колесниченко	Новосибирск, ул. Вилюйская	Красноярск, ул. Академика	Свирск, ул. Промучасток	Зырянское, ул. Калинина	Кузнецово, ул. Центральная	Чегдомын, ул. Центральная	Ханты-Мансийск, ул. Кирова	Волгоград, ул. Широкая	Москва, ул. Можайский	Лабытнанги, ул. Бованенко	Уфа, ул. Ленина	Инта, ул. Восточная	Новгород, ул. Новгородская	Чегдомын, ул. Амурская	Астрахань, ул. Войкова	Тула, ул. Дзержинского	Москва, ул. Гончарная	Ачинск, ул. Дзержинского	Салехард, ул. Республики	Шатура, ул. Новая	Омск, ул. Лермонтова	Реж, ул. Вокзальная	Москва, ул. Большая	Челябинск, ул. Культуры	Рязань, ул. Большая	Комсомольский, ул. Успешная	Тольятти, улица Ленина	Анапа, ул. Кирова	Новогорск, ул. Ивановская	Орехово-Зуево, ул. Ленина	Воронеж, ул. Маяковского	Чебоксары, ул. Мичмана	Ачинск, ул. Ленина	Нижневартовск, ул. Нефтяников	Жуковский, ул. Гудкова	Мытищи, ул. Силикатная	Воронеж, ул. Теплоэнергетиков	Волгоград, ул. Елецкая	Тольятти, ул.Голосова	Ханты-Мансийск, ул. Энгельса	Ростов-на-Дону, ул. Московская	Иваново, ул. Куконковых	Октябрьский, ул. Девонская	Кама, ул. Полевая	Камышин, ул. Ленина	Воронеж, ул. Лётчика	Чехов, ул. Маркова	Ухта, ул. Оплеснина	Октябрьский, ул. Кооперативная	Ханты-Мансийск, ул. Югорская	Йошкар-Ола, ул. Шумелева	Зеленоград, ул. Конструктора	Камышин, ул. Пролетарская	Бийск, ул. Разина	Самара, ул. Стара	Москва, ул. Гудкова	Изобильный, ул. Промышленная	Новосибирск, ул. Коммунистическая	Калининград, ул. Житомирская	Тюмень, ул.Одесская	Мурманск, ул. Домостроительная;Торговый квартал	Ломпром Ростов	Риджерс	Ридженс	Геотек Сейсморазведка;;7831001567
248;trust.ru/development/property/37779/novahov;89164502844;dn.sale@trust.ru;Чехов, ул. Маркова;;;
249;vk.com/snt_yagodnik;89380689174,89025074127,89600002972;;;;;
250;viber.click/89500145999;;;;;;
251;vk.com/mkd_gatchinskaya1;85813661487,89500145999;mkd.gatchinskaya1@gmail.com,полностью...mkd.gatchinskaya1@gmail.com;;;;
252;wa.me/89500145999;;;;;;
253;mrqz.me/novostroiki-sochi;;;;;;
254;youtube.com/channel/ucrqkdvrf1iriupro50dyxjg;;;;;;
255;ok.ru/peresvetug;;;;;;
256;vk.com/peresvetug;;;;;;
257;vk.com/ugk59;89526429792;;;;;
258;vk.com/rodzem_ru;89266935390,84954143157;;;;;
259;ok.ru/skat.development;;;;;;
260;t.me/skatdevelopment;;;;;;
261;vk.com/skat.development;;;;;;
262;youtube.com/channel/uckxbzdj1zao8one2gi77s9g;;;;;;
263;youtube.com/skatdevelopment;;;;;;
264;vk.com/club185686309;88552534520;;;;;
265;vk.com/gupcti;88462763035;info@gupcti.ru;Самара, ул. Советской;;;
266;vk.com/vek_kvartira;88142330043;;;;;
267;youtube.com/user/veksk;;;;;;
268;wa.me/79998837958;89998837958;;;;;
269;pik.ru/yasen;;;;;;
270;wa.me/380996831258;;;;;;
271;youtube.com/watch?v=x9bhu1wchn0;;;;;;
272;vk.com/top_service24;89095840595;11booking@top-service24.com;Cанкт-Петербург, Ул. Сестрорецкая;Топ-Сервис24;;
273;viber.click/79645193377;;;;;;
274;wa.me/79645193377;89645193377;;;;;
275;wa.me/74997043181;84997043181;;;;;
276;vk.com/evgspb;88127151600;;;;;
277;wa.me/79013151600;89013151600;;;;;
278;viber.click/79013151600;;;;;;
279;t.me/evg_rus;;;;;;
280;wa.me/74955100703;;;;;;
281;vk.com/pmd_ru;83422159589;secretar@pm-d.ru;;;;
282;ok.ru/centrkon;;;;;;
283;t.me/centrkon;;;;;;
284;vk.com/centrkon;89157201662,89301686888,84824245994,89157201834,89201569000;info@centrkon.ru;Конаково, ул. Учебная;;;
285;aovm.ru/naryshkinskaya-alleya;84955518328;;Москва, улица Юннатов;;;
286;aovm.ru/ulica-pryanishnikova;84955518328;;Москва, улица Клары	Москва, улица Прянишникова;;;
287;vk.com/active_groupe_omsk;89131432827,88913143282;;;;;
288;t.me/+xh4qjma1ifyzyzgy;;;;;;
289;wa.me/89515005005;89515005005;;;;;
290;aovm.ru/solnechnogorskij-proezd;84955518328;;Москва, улица Лавочкина;;;
291;youtube.com/channel/ucjjzurrznwuod6tz0odovmq;;;;;;
292;viber.click/79055058996;;;;;;
293;vk.com/energozhilstroi;;;;;;
294;vk.com/navigo;89048363863;navigo.udm@gmail.com;Ижевск, ул. Холмогорова;;;
295;viber.click/79048363863;;;;;;
296;wa.me/79048363863;89048363863;;;;;
297;youtube.com/channel/ucij0tepo9odxcpbdt66an_g;;;;;;
298;wa.me/89105317281;89105317281;;;;;
299;vk.com/a101ru;84951274405;;;;;
300;youtube.com/channel/uczkvcmr1xa_hhsz4jojqfqg/videos;;;;;;
301;wa.me/79035602555;89035602555;;;;;
302;t.me/dmdland;;;;;;
303;pik.ru/sakramento;;;;;;
304;t.me/csbi24;;;;;;
305;wa.me/79150413844;89150413844;;;;;
306;vk.com/fkc_bti_saratov;88007006458;kadr@rost-bti.ru;;;;
307;ok.ru/fkc.bti;;;;;;
308;wa.me/79385283249;;;;;;
309;t.me/ko3a4ek;;;;;;
310;mrqz.me/realerest;;;;;;
311;youtube.com/channel/ucg7cuv0davo-emng161ub7g;;;;;;
312;t.me/ddaestate;;;;;;
313;wa.me/97142154866;;;;;;
314;aovm.ru/avtomobilnyj-proezd;84955518328;;Москва, улица Талалихина;;;
315;wa.me/79858392377;89858392377;;;;;
316;aovm.ru/1-j-zachatevskij-pereulok;84955518328;;Москва, улица Малая	Москва, улица Остоженка	Москва, улица Знаменка	Москва, улица Пречистенка	Москва, улица Большая;;;
317;cottage-poselki.com;84957977071;info@cottage-poselki.com;Кабаново, ул.Березовая;;;
318;vk.com/permzsp;83422921549;;;ПЗСП;;
319;ok.ru/group/54788725407752;;;;;;
320;vk.com/edinstvo_rzn;84912900700;;;;;
321;mobti.ru/filialy/kts-stupino;84985688888;mobti@mosreg.ru;;;;
322;pik.ru/spb/zpark?utm_campaign=zarechnyi&utm_content=kartochka&utm_medium=display&utm_source=yandex.sprav&utm_term=spb;;;;;;
323;vk.com/gsterratver;89806361711;;Тверь, ул. Московская;;;
324;viber.click/79806361711;;;;;;
325;wa.me/79806361711;89806361711;;;;;
326;ok.ru/igor.tsibiskin;;;;;;
327;viber.click/9037214827;;;;;;
328;wa.me/9037214827;;;;;;
329;vk.com/public105180948;84957214827,89037214827;79037214827Ingvar176@mail.ru;Монино, ул. Алксниса;;;
330;vk.com/novostroyki.shop;88612052641;;;;;
331;ok.ru/novostroyki.shop;;;;;;
332;youtube.com/channel/ucqrkowk4iohhrmhc1rzvtug;;;;;;
333;youtube.com/@user-jv4yp9vt1m;;;;;;
334;t.me/vse_mt;;;;;;
335;viber.click/89994305633;;;;;;
336;youtube.com/channel/ucrt0acgahwmdqtebgksxdqq;;;;;;
337;wa.me/89994305633;89994305633;;;;;
338;ok.ru/nashdomage;;;;;;
339;wa.me/79001988525;89001988525;;;;;
340;viber.click/79001988525;;;;;;
341;vk.com/nashdomnt;89001988525,89502007713;head.centre@dom-nt.com,vagonka53@mail.ru,8-900-198-85-25kkhakim777@mail.ru,office@dom-nt.com,head.vagonka@dom-nt.com,ofic66@mail.ru,nash_dom_nt@mail.ru;Тагил, ул. Коминтерна	Тагил, ул. Газетная;;;
342;ok.ru/group/55863047028933;;;;;;
343;youtube.com/channel/ucld4st-yknqzcxeog08tk9g;;;;;;
344;vk.com/yugusadba;;;;;;
345;wa.me/79180439781;89180439781;;;;;
346;pik.ru/perm/zhiloi-kompleks-griboedovskii/bulks;;;;;;
347;fgsrb.ru/%D0%B1%D0%B5%D0%B7-%D1%80%D1%83%D0%B1%D1%80%D0%B8%D0%BA%D0%B8/lenina-d-62;83472299111,89177617479,89870441020,89273032049;main@gsfrb.ru,main@fgsrb.ru;Башкортостан, ул.Учалинская	Янаул, ул. Победы	Башкортостан, ул.Барыя	Уфа, ул. Блюхера	Сибай, ул. Асылташ	Татышлы, ул. Садыкова	Туймазы, ул. Чапаева	Кушнаренково, ул.Султанова	Кушнаренково, ул. Красноармейская	Мелеуз, ул. Аминева	Уфа, ул. Максима	Янаул, ул.Жуковского	Янаул, ул. Жуковского	Белорецк, ул. Луговая	Уфа, ул. Ураксина	Уфа, ул. Интернациональная	Уфа, ул. Ленина	Уфа, ул.Академика	Мелеуз, ул. Немчинова	Кушнаренково, ул. Токарева	Стерлитамак, ул.Островского	Октябрьский, ул. Клинова	Чишмы, ул. Ленина;ПМК-54;;
348;youtube.com/channel/ucuo6hwh8qeanittnro33rxw;;;;;;
349;wa.me/79103330218;;;;;;
350;vk.com/samolet_plus_br;;;Брянск, ул. Войстроченко;;;
351;youtube.com/channel/uctc9u_uaxoznsj5c-4c-njg;;;;;;
352;ok.ru/group/62313674309826;;;;;;
353;t.me/perspektiva24_bryansk;;;;;;
354;t.me/cre_academy;88129292269;;;;;
355;vk.com/acre78;88127110013,88129292269;;;;;
356;youtube.com/channel/uc8twp9h3ck8vxdwh_vedqbq;;;;;;
357;viber.click/79265856739;;;;;;
358;wa.me/79265856739;89265856739;;;;;
359;viber.click/79522764940;;;;;;
360;wa.me/79108247848;89108247848;;;;;
361;youtube.com/channel/uc24poldpkd1ul9oheq97e7g;;;;;;
362;viber.click/79857277393;;;;;;
363;vk.com/webhost1ru;88005005989;;;;;
364;youtube.com/channel/ucxsrbbfuodepwhj3pt1uofq;;;;;;
365;wa.me/79067678057;89067678057;;;;;
366;aovm.ru/2-j-donskoj-proezd;84955518328;;Москва, улица Орджоникидзе	Москва, улица Шаболовка	Москва, улица Стасовой;;;
367;aovm.ru/2-j-streleckij-proezd;84955518328;;Москва, улица Двинцев	Москва, улица Сущёвский;;;
368;vk.com/dubravino;89017553919,89774875003,89775531935,89521890632;;;;;
369;wa.me/79521890632;89521890632;;;;;
370;t.me/+79193881258;89193881258;;;;;
371;t.me/spaceup96;;;;;;
372;wa.me/79221316444;;;;;;
373;t.me/uniondali;;;;;;
374;vk.com/uniondali;89771272909;;;;;
375;wa.me/79854128641;89854128641;;;;;
376;aovm.ru/nizhnyaya-pervomajskaya-ulica;84955518328;;;;;
377;vk.com/blackmodule;89990608955;;;;;
378;youtube.com/channel/uc5bhwyq4t-jnn8vqfauxibg/about;;;;;;
379;wa.me/79282392970;;;;;;
380;wa.me/79882379003;;;;;;
381;ok.ru/ayax.realty;;;;;;
382;vk.com/ayax.realty;88002345844,88007758567;;;;;
383;youtube.com/user/ayaxrielt;;;;;;
384;vk.com/public171170508;88127757050;;;;;
385;viber.click/89127676968;;;;;;
386;wa.me/891276769686;89127676968;;;;;
